drug_name,brand_name,tier,drug_class,covered_conditions,formulary_status,prior_auth_required,step_therapy_required,quantity_limit,days_supply_retail,days_supply_mail_order,bronze_copay,silver_copay,gold_copay,specialty_pharmacy_only,notes
clonidine,Catapres,1,Central Alpha-2 Agonist,Hypertension,Covered,No,No,No,30,90,$15,$10,$5,No,
clonidine,Catapres,1,Central Alpha-2 Agonist,Hypertension,Covered,No,No,No,30,90,$15,$10,$5,No,
diltiazem ER,Cardizem CD,1,Non-DHP CCB,"Hypertension, Afib",Covered,No,No,No,30,90,$15,$10,$5,No,
lisinopril/HCTZ,Zestoretic,1,ACE Inhibitor/Diuretic Combo,Hypertension,Covered,No,No,No,30,90,$15,$10,$5,No,
olmesartan,Benicar,3,ARB,Hypertension,Covered,No,Yes,No,30,90,$110,$80,$55,No,Step therapy required; generic preferred
isosorbide mononitrate,Imdur,1,Nitrate,Angina,Covered,No,No,No,30,90,$15,$10,$5,No,
nitroglycerin SL,Nitrostat,1,Nitrate,Acute Angina,Covered,No,No,No,30,90,$15,$10,$5,No,
flecainide,Tambocor,1,Class IC Antiarrhythmic,Afib,Covered,No,No,No,30,90,$15,$10,$5,No,
fluvastatin,Lescol,1,Statin,High Cholesterol,Covered,No,No,No,30,90,$15,$10,$5,No,
pitavastatin,Livalo,2,Statin,High Cholesterol,Covered,No,No,No,30,90,$55,$40,$25,No,
bisoprolol,Zebeta,1,Beta Blocker,Heart Failure,Covered,No,No,No,30,90,$15,$10,$5,No,
bisoprolol,Zebeta,1,Beta Blocker,Heart Failure,Covered,No,No,No,30,90,$15,$10,$5,No,
azilsartan,Edarbi,3,ARB,Hypertension,Covered,No,Yes,No,30,90,$110,$80,$55,No,Step therapy required; generic preferred
amlodipine/atorvastatin,Caduet,1,CCB/Statin Combo,HTN + Cholesterol,Covered,No,No,No,30,90,$15,$10,$5,No,
nitroglycerin SL,Nitrostat,1,Nitrate,Acute Angina,Covered,No,No,No,30,90,$15,$10,$5,No,
olmesartan,Benicar,3,ARB,Hypertension,Covered,No,Yes,No,30,90,$110,$80,$55,No,Step therapy required; generic preferred
dronedarone,Multaq,2,Class III Antiarrhythmic,Afib,Covered,No,No,No,30,90,$55,$40,$25,No,
dronedarone,Multaq,2,Class III Antiarrhythmic,Afib,Covered,No,No,No,30,90,$55,$40,$25,No,
felodipine,Plendil,1,DHP CCB,Hypertension,Covered,No,No,No,30,90,$15,$10,$5,No,
irbesartan,Avapro,2,ARB,Hypertension,Covered,No,No,No,30,90,$55,$40,$25,No,
bisoprolol,Zebeta,1,Beta Blocker,Heart Failure,Covered,No,No,No,30,90,$15,$10,$5,No,
dronedarone,Multaq,2,Class III Antiarrhythmic,Afib,Covered,No,No,No,30,90,$55,$40,$25,No,
atenolol,Tenormin,1,Beta Blocker,Hypertension,Covered,No,No,No,30,90,$15,$10,$5,No,
lisinopril/HCTZ,Zestoretic,1,ACE Inhibitor/Diuretic Combo,Hypertension,Covered,No,No,No,30,90,$15,$10,$5,No,
isosorbide mononitrate,Imdur,1,Nitrate,Angina,Covered,No,No,No,30,90,$15,$10,$5,No,
propranolol,Inderal,1,Beta Blocker,"Hypertension, Tremor",Covered,No,No,No,30,90,$15,$10,$5,No,
simvastatin,Zocor,1,Statin,High Cholesterol,Covered,No,No,No,30,90,$15,$10,$5,No,
digoxin 0.125mg,Lanoxin,1,Cardiac Glycoside,"Afib, CHF",Covered,No,No,No,30,90,$15,$10,$5,No,
dronedarone,Multaq,2,Class III Antiarrhythmic,Afib,Covered,No,No,No,30,90,$55,$40,$25,No,
amiodarone,Cordarone,1,Class III Antiarrhythmic,"Afib, VT",Covered,No,No,No,30,90,$15,$10,$5,No,
bisoprolol,Zebeta,1,Beta Blocker,Heart Failure,Covered,No,No,No,30,90,$15,$10,$5,No,
metformin ER,Glucophage XR,1,Biguanide Extended-Release,Type 2 Diabetes,Covered,No,No,No,30,90,$15,$10,$5,No,
azilsartan,Edarbi,3,ARB,Hypertension,Covered,No,Yes,No,30,90,$110,$80,$55,No,Step therapy required; generic preferred
nitroglycerin SL,Nitrostat,1,Nitrate,Acute Angina,Covered,No,No,No,30,90,$15,$10,$5,No,
lisinopril/HCTZ,Zestoretic,1,ACE Inhibitor/Diuretic Combo,Hypertension,Covered,No,No,No,30,90,$15,$10,$5,No,
dronedarone,Multaq,2,Class III Antiarrhythmic,Afib,Covered,No,No,No,30,90,$55,$40,$25,No,
propranolol,Inderal,1,Beta Blocker,"Hypertension, Tremor",Covered,No,No,No,30,90,$15,$10,$5,No,
dofetilide,Tikosyn,2,Class III Antiarrhythmic,Afib,Covered,No,No,No,30,90,$55,$40,$25,No,
felodipine,Plendil,1,DHP CCB,Hypertension,Covered,No,No,No,30,90,$15,$10,$5,No,
diltiazem ER,Cardizem CD,1,Non-DHP CCB,"Hypertension, Afib",Covered,No,No,No,30,90,$15,$10,$5,No,
hydralazine,Apresoline,1,Vasodilator,Hypertension,Covered,No,No,No,30,90,$15,$10,$5,No,
bisoprolol,Zebeta,1,Beta Blocker,Heart Failure,Covered,No,No,No,30,90,$15,$10,$5,No,
dofetilide,Tikosyn,2,Class III Antiarrhythmic,Afib,Covered,No,No,No,30,90,$55,$40,$25,No,
amiodarone,Cordarone,1,Class III Antiarrhythmic,"Afib, VT",Covered,No,No,No,30,90,$15,$10,$5,No,
verapamil ER,Calan SR,1,Non-DHP CCB,Hypertension,Covered,No,No,No,30,90,$15,$10,$5,No,
nebivolol,Bystolic,2,Beta Blocker,Hypertension,Covered,No,No,No,30,90,$55,$40,$25,No,
verapamil ER,Calan SR,1,Non-DHP CCB,Hypertension,Covered,No,No,No,30,90,$15,$10,$5,No,
azilsartan,Edarbi,3,ARB,Hypertension,Covered,No,Yes,No,30,90,$110,$80,$55,No,Step therapy required; generic preferred
bisoprolol,Zebeta,1,Beta Blocker,Heart Failure,Covered,No,No,No,30,90,$15,$10,$5,No,
nifedipine ER,Procardia XL,1,DHP CCB,"Hypertension, Angina",Covered,No,No,No,30,90,$15,$10,$5,No,
telmisartan,Micardis,3,ARB,Hypertension,Covered,No,Yes,No,30,90,$110,$80,$55,No,Step therapy required; generic preferred
flecainide,Tambocor,1,Class IC Antiarrhythmic,Afib,Covered,No,No,No,30,90,$15,$10,$5,No,
nifedipine ER,Procardia XL,1,DHP CCB,"Hypertension, Angina",Covered,No,No,No,30,90,$15,$10,$5,No,
amiodarone,Cordarone,1,Class III Antiarrhythmic,"Afib, VT",Covered,No,No,No,30,90,$15,$10,$5,No,
fluvastatin,Lescol,1,Statin,High Cholesterol,Covered,No,No,No,30,90,$15,$10,$5,No,
pitavastatin,Livalo,2,Statin,High Cholesterol,Covered,No,No,No,30,90,$55,$40,$25,No,
fluvastatin,Lescol,1,Statin,High Cholesterol,Covered,No,No,No,30,90,$15,$10,$5,No,
atenolol,Tenormin,1,Beta Blocker,Hypertension,Covered,No,No,No,30,90,$15,$10,$5,No,
clonidine,Catapres,1,Central Alpha-2 Agonist,Hypertension,Covered,No,No,No,30,90,$15,$10,$5,No,
lisinopril/HCTZ,Zestoretic,1,ACE Inhibitor/Diuretic Combo,Hypertension,Covered,No,No,No,30,90,$15,$10,$5,No,
felodipine,Plendil,1,DHP CCB,Hypertension,Covered,No,No,No,30,90,$15,$10,$5,No,
metformin ER,Glucophage XR,1,Biguanide Extended-Release,Type 2 Diabetes,Covered,No,No,No,30,90,$15,$10,$5,No,
metformin ER,Glucophage XR,1,Biguanide Extended-Release,Type 2 Diabetes,Covered,No,No,No,30,90,$15,$10,$5,No,
ezetimibe/simvastatin,Vytorin,2,Cholesterol Combo,High Cholesterol,Covered,No,No,No,30,90,$55,$40,$25,No,
propranolol,Inderal,1,Beta Blocker,"Hypertension, Tremor",Covered,No,No,No,30,90,$15,$10,$5,No,
nebivolol,Bystolic,2,Beta Blocker,Hypertension,Covered,No,No,No,30,90,$55,$40,$25,No,
propranolol,Inderal,1,Beta Blocker,"Hypertension, Tremor",Covered,No,No,No,30,90,$15,$10,$5,No,
nebivolol,Bystolic,2,Beta Blocker,Hypertension,Covered,No,No,No,30,90,$55,$40,$25,No,
simvastatin,Zocor,1,Statin,High Cholesterol,Covered,No,No,No,30,90,$15,$10,$5,No,
nifedipine ER,Procardia XL,1,DHP CCB,"Hypertension, Angina",Covered,No,No,No,30,90,$15,$10,$5,No,
nebivolol,Bystolic,2,Beta Blocker,Hypertension,Covered,No,No,No,30,90,$55,$40,$25,No,
olmesartan,Benicar,3,ARB,Hypertension,Covered,No,Yes,No,30,90,$110,$80,$55,No,Step therapy required; generic preferred
verapamil ER,Calan SR,1,Non-DHP CCB,Hypertension,Covered,No,No,No,30,90,$15,$10,$5,No,
simvastatin,Zocor,1,Statin,High Cholesterol,Covered,No,No,No,30,90,$15,$10,$5,No,
irbesartan,Avapro,2,ARB,Hypertension,Covered,No,No,No,30,90,$55,$40,$25,No,
olmesartan,Benicar,3,ARB,Hypertension,Covered,No,Yes,No,30,90,$110,$80,$55,No,Step therapy required; generic preferred
dronedarone,Multaq,2,Class III Antiarrhythmic,Afib,Covered,No,No,No,30,90,$55,$40,$25,No,
amiodarone,Cordarone,1,Class III Antiarrhythmic,"Afib, VT",Covered,No,No,No,30,90,$15,$10,$5,No,
isosorbide mononitrate,Imdur,1,Nitrate,Angina,Covered,No,No,No,30,90,$15,$10,$5,No,
felodipine,Plendil,1,DHP CCB,Hypertension,Covered,No,No,No,30,90,$15,$10,$5,No,
telmisartan,Micardis,3,ARB,Hypertension,Covered,No,Yes,No,30,90,$110,$80,$55,No,Step therapy required; generic preferred
olmesartan,Benicar,3,ARB,Hypertension,Covered,No,Yes,No,30,90,$110,$80,$55,No,Step therapy required; generic preferred
verapamil ER,Calan SR,1,Non-DHP CCB,Hypertension,Covered,No,No,No,30,90,$15,$10,$5,No,
sotalol,Betapace,1,Class III Antiarrhythmic,Afib,Covered,No,No,No,30,90,$15,$10,$5,No,
simvastatin,Zocor,1,Statin,High Cholesterol,Covered,No,No,No,30,90,$15,$10,$5,No,
dronedarone,Multaq,2,Class III Antiarrhythmic,Afib,Covered,No,No,No,30,90,$55,$40,$25,No,
nebivolol,Bystolic,2,Beta Blocker,Hypertension,Covered,No,No,No,30,90,$55,$40,$25,No,
amlodipine/atorvastatin,Caduet,1,CCB/Statin Combo,HTN + Cholesterol,Covered,No,No,No,30,90,$15,$10,$5,No,
nebivolol,Bystolic,2,Beta Blocker,Hypertension,Covered,No,No,No,30,90,$55,$40,$25,No,
pravastatin,Pravachol,1,Statin,High Cholesterol,Covered,No,No,No,30,90,$15,$10,$5,No,
digoxin 0.125mg,Lanoxin,1,Cardiac Glycoside,"Afib, CHF",Covered,No,No,No,30,90,$15,$10,$5,No,
verapamil ER,Calan SR,1,Non-DHP CCB,Hypertension,Covered,No,No,No,30,90,$15,$10,$5,No,
verapamil ER,Calan SR,1,Non-DHP CCB,Hypertension,Covered,No,No,No,30,90,$15,$10,$5,No,
flecainide,Tambocor,1,Class IC Antiarrhythmic,Afib,Covered,No,No,No,30,90,$15,$10,$5,No,
fluvastatin,Lescol,1,Statin,High Cholesterol,Covered,No,No,No,30,90,$15,$10,$5,No,
atenolol,Tenormin,1,Beta Blocker,Hypertension,Covered,No,No,No,30,90,$15,$10,$5,No,
sotalol,Betapace,1,Class III Antiarrhythmic,Afib,Covered,No,No,No,30,90,$15,$10,$5,No,
digoxin 0.125mg,Lanoxin,1,Cardiac Glycoside,"Afib, CHF",Covered,No,No,No,30,90,$15,$10,$5,No,
isosorbide mononitrate,Imdur,1,Nitrate,Angina,Covered,No,No,No,30,90,$15,$10,$5,No,
atenolol,Tenormin,1,Beta Blocker,Hypertension,Covered,No,No,No,30,90,$15,$10,$5,No,
nitroglycerin SL,Nitrostat,1,Nitrate,Acute Angina,Covered,No,No,No,30,90,$15,$10,$5,No,
flecainide,Tambocor,1,Class IC Antiarrhythmic,Afib,Covered,No,No,No,30,90,$15,$10,$5,No,
felodipine,Plendil,1,DHP CCB,Hypertension,Covered,No,No,No,30,90,$15,$10,$5,No,
diltiazem ER,Cardizem CD,1,Non-DHP CCB,"Hypertension, Afib",Covered,No,No,No,30,90,$15,$10,$5,No,
isosorbide mononitrate,Imdur,1,Nitrate,Angina,Covered,No,No,No,30,90,$15,$10,$5,No,
nebivolol,Bystolic,2,Beta Blocker,Hypertension,Covered,No,No,No,30,90,$55,$40,$25,No,
bisoprolol,Zebeta,1,Beta Blocker,Heart Failure,Covered,No,No,No,30,90,$15,$10,$5,No,
irbesartan,Avapro,2,ARB,Hypertension,Covered,No,No,No,30,90,$55,$40,$25,No,
lisinopril/HCTZ,Zestoretic,1,ACE Inhibitor/Diuretic Combo,Hypertension,Covered,No,No,No,30,90,$15,$10,$5,No,
clonidine,Catapres,1,Central Alpha-2 Agonist,Hypertension,Covered,No,No,No,30,90,$15,$10,$5,No,
olmesartan,Benicar,3,ARB,Hypertension,Covered,No,Yes,No,30,90,$110,$80,$55,No,Step therapy required; generic preferred
bisoprolol,Zebeta,1,Beta Blocker,Heart Failure,Covered,No,No,No,30,90,$15,$10,$5,No,
sotalol,Betapace,1,Class III Antiarrhythmic,Afib,Covered,No,No,No,30,90,$15,$10,$5,No,
digoxin 0.125mg,Lanoxin,1,Cardiac Glycoside,"Afib, CHF",Covered,No,No,No,30,90,$15,$10,$5,No,
propranolol,Inderal,1,Beta Blocker,"Hypertension, Tremor",Covered,No,No,No,30,90,$15,$10,$5,No,
ezetimibe/simvastatin,Vytorin,2,Cholesterol Combo,High Cholesterol,Covered,No,No,No,30,90,$55,$40,$25,No,
felodipine,Plendil,1,DHP CCB,Hypertension,Covered,No,No,No,30,90,$15,$10,$5,No,
diltiazem ER,Cardizem CD,1,Non-DHP CCB,"Hypertension, Afib",Covered,No,No,No,30,90,$15,$10,$5,No,
simvastatin,Zocor,1,Statin,High Cholesterol,Covered,No,No,No,30,90,$15,$10,$5,No,
digoxin 0.125mg,Lanoxin,1,Cardiac Glycoside,"Afib, CHF",Covered,No,No,No,30,90,$15,$10,$5,No,
fluvastatin,Lescol,1,Statin,High Cholesterol,Covered,No,No,No,30,90,$15,$10,$5,No,
sotalol,Betapace,1,Class III Antiarrhythmic,Afib,Covered,No,No,No,30,90,$15,$10,$5,No,
sotalol,Betapace,1,Class III Antiarrhythmic,Afib,Covered,No,No,No,30,90,$15,$10,$5,No,
azilsartan,Edarbi,3,ARB,Hypertension,Covered,No,Yes,No,30,90,$110,$80,$55,No,Step therapy required; generic preferred
nebivolol,Bystolic,2,Beta Blocker,Hypertension,Covered,No,No,No,30,90,$55,$40,$25,No,
pitavastatin,Livalo,2,Statin,High Cholesterol,Covered,No,No,No,30,90,$55,$40,$25,No,
irbesartan,Avapro,2,ARB,Hypertension,Covered,No,No,No,30,90,$55,$40,$25,No,
telmisartan,Micardis,3,ARB,Hypertension,Covered,No,Yes,No,30,90,$110,$80,$55,No,Step therapy required; generic preferred
felodipine,Plendil,1,DHP CCB,Hypertension,Covered,No,No,No,30,90,$15,$10,$5,No,
flecainide,Tambocor,1,Class IC Antiarrhythmic,Afib,Covered,No,No,No,30,90,$15,$10,$5,No,
flecainide,Tambocor,1,Class IC Antiarrhythmic,Afib,Covered,No,No,No,30,90,$15,$10,$5,No,
amiodarone,Cordarone,1,Class III Antiarrhythmic,"Afib, VT",Covered,No,No,No,30,90,$15,$10,$5,No,
clonidine,Catapres,1,Central Alpha-2 Agonist,Hypertension,Covered,No,No,No,30,90,$15,$10,$5,No,
amlodipine/atorvastatin,Caduet,1,CCB/Statin Combo,HTN + Cholesterol,Covered,No,No,No,30,90,$15,$10,$5,No,
irbesartan,Avapro,2,ARB,Hypertension,Covered,No,No,No,30,90,$55,$40,$25,No,
simvastatin,Zocor,1,Statin,High Cholesterol,Covered,No,No,No,30,90,$15,$10,$5,No,
nebivolol,Bystolic,2,Beta Blocker,Hypertension,Covered,No,No,No,30,90,$55,$40,$25,No,
nitroglycerin SL,Nitrostat,1,Nitrate,Acute Angina,Covered,No,No,No,30,90,$15,$10,$5,No,
telmisartan,Micardis,3,ARB,Hypertension,Covered,No,Yes,No,30,90,$110,$80,$55,No,Step therapy required; generic preferred
lisinopril/HCTZ,Zestoretic,1,ACE Inhibitor/Diuretic Combo,Hypertension,Covered,No,No,No,30,90,$15,$10,$5,No,
telmisartan,Micardis,3,ARB,Hypertension,Covered,No,Yes,No,30,90,$110,$80,$55,No,Step therapy required; generic preferred
verapamil ER,Calan SR,1,Non-DHP CCB,Hypertension,Covered,No,No,No,30,90,$15,$10,$5,No,
fluvastatin,Lescol,1,Statin,High Cholesterol,Covered,No,No,No,30,90,$15,$10,$5,No,
hydralazine,Apresoline,1,Vasodilator,Hypertension,Covered,No,No,No,30,90,$15,$10,$5,No,
felodipine,Plendil,1,DHP CCB,Hypertension,Covered,No,No,No,30,90,$15,$10,$5,No,
lisinopril/HCTZ,Zestoretic,1,ACE Inhibitor/Diuretic Combo,Hypertension,Covered,No,No,No,30,90,$15,$10,$5,No,
fluvastatin,Lescol,1,Statin,High Cholesterol,Covered,No,No,No,30,90,$15,$10,$5,No,
ezetimibe/simvastatin,Vytorin,2,Cholesterol Combo,High Cholesterol,Covered,No,No,No,30,90,$55,$40,$25,No,
lisinopril/HCTZ,Zestoretic,1,ACE Inhibitor/Diuretic Combo,Hypertension,Covered,No,No,No,30,90,$15,$10,$5,No,
pitavastatin,Livalo,2,Statin,High Cholesterol,Covered,No,No,No,30,90,$55,$40,$25,No,
nebivolol,Bystolic,2,Beta Blocker,Hypertension,Covered,No,No,No,30,90,$55,$40,$25,No,
nitroglycerin SL,Nitrostat,1,Nitrate,Acute Angina,Covered,No,No,No,30,90,$15,$10,$5,No,
metformin ER,Glucophage XR,1,Biguanide Extended-Release,Type 2 Diabetes,Covered,No,No,No,30,90,$15,$10,$5,No,
pravastatin,Pravachol,1,Statin,High Cholesterol,Covered,No,No,No,30,90,$15,$10,$5,No,
olmesartan,Benicar,3,ARB,Hypertension,Covered,No,Yes,No,30,90,$110,$80,$55,No,Step therapy required; generic preferred
dofetilide,Tikosyn,2,Class III Antiarrhythmic,Afib,Covered,No,No,No,30,90,$55,$40,$25,No,
olmesartan,Benicar,3,ARB,Hypertension,Covered,No,Yes,No,30,90,$110,$80,$55,No,Step therapy required; generic preferred
nitroglycerin SL,Nitrostat,1,Nitrate,Acute Angina,Covered,No,No,No,30,90,$15,$10,$5,No,
ezetimibe/simvastatin,Vytorin,2,Cholesterol Combo,High Cholesterol,Covered,No,No,No,30,90,$55,$40,$25,No,
lisinopril/HCTZ,Zestoretic,1,ACE Inhibitor/Diuretic Combo,Hypertension,Covered,No,No,No,30,90,$15,$10,$5,No,
metformin ER,Glucophage XR,1,Biguanide Extended-Release,Type 2 Diabetes,Covered,No,No,No,30,90,$15,$10,$5,No,
isosorbide mononitrate,Imdur,1,Nitrate,Angina,Covered,No,No,No,30,90,$15,$10,$5,No,
metformin ER,Glucophage XR,1,Biguanide Extended-Release,Type 2 Diabetes,Covered,No,No,No,30,90,$15,$10,$5,No,
hydralazine,Apresoline,1,Vasodilator,Hypertension,Covered,No,No,No,30,90,$15,$10,$5,No,
irbesartan,Avapro,2,ARB,Hypertension,Covered,No,No,No,30,90,$55,$40,$25,No,
azilsartan,Edarbi,3,ARB,Hypertension,Covered,No,Yes,No,30,90,$110,$80,$55,No,Step therapy required; generic preferred
nifedipine ER,Procardia XL,1,DHP CCB,"Hypertension, Angina",Covered,No,No,No,30,90,$15,$10,$5,No,
azilsartan,Edarbi,3,ARB,Hypertension,Covered,No,Yes,No,30,90,$110,$80,$55,No,Step therapy required; generic preferred
telmisartan,Micardis,3,ARB,Hypertension,Covered,No,Yes,No,30,90,$110,$80,$55,No,Step therapy required; generic preferred
pitavastatin,Livalo,2,Statin,High Cholesterol,Covered,No,No,No,30,90,$55,$40,$25,No,
diltiazem ER,Cardizem CD,1,Non-DHP CCB,"Hypertension, Afib",Covered,No,No,No,30,90,$15,$10,$5,No,
sotalol,Betapace,1,Class III Antiarrhythmic,Afib,Covered,No,No,No,30,90,$15,$10,$5,No,
irbesartan,Avapro,2,ARB,Hypertension,Covered,No,No,No,30,90,$55,$40,$25,No,
diltiazem ER,Cardizem CD,1,Non-DHP CCB,"Hypertension, Afib",Covered,No,No,No,30,90,$15,$10,$5,No,
hydralazine,Apresoline,1,Vasodilator,Hypertension,Covered,No,No,No,30,90,$15,$10,$5,No,
isosorbide mononitrate,Imdur,1,Nitrate,Angina,Covered,No,No,No,30,90,$15,$10,$5,No,
digoxin 0.125mg,Lanoxin,1,Cardiac Glycoside,"Afib, CHF",Covered,No,No,No,30,90,$15,$10,$5,No,
fluvastatin,Lescol,1,Statin,High Cholesterol,Covered,No,No,No,30,90,$15,$10,$5,No,
ezetimibe/simvastatin,Vytorin,2,Cholesterol Combo,High Cholesterol,Covered,No,No,No,30,90,$55,$40,$25,No,
simvastatin,Zocor,1,Statin,High Cholesterol,Covered,No,No,No,30,90,$15,$10,$5,No,
amiodarone,Cordarone,1,Class III Antiarrhythmic,"Afib, VT",Covered,No,No,No,30,90,$15,$10,$5,No,
felodipine,Plendil,1,DHP CCB,Hypertension,Covered,No,No,No,30,90,$15,$10,$5,No,
telmisartan,Micardis,3,ARB,Hypertension,Covered,No,Yes,No,30,90,$110,$80,$55,No,Step therapy required; generic preferred
azilsartan,Edarbi,3,ARB,Hypertension,Covered,No,Yes,No,30,90,$110,$80,$55,No,Step therapy required; generic preferred
hydralazine,Apresoline,1,Vasodilator,Hypertension,Covered,No,No,No,30,90,$15,$10,$5,No,
olmesartan,Benicar,3,ARB,Hypertension,Covered,No,Yes,No,30,90,$110,$80,$55,No,Step therapy required; generic preferred
dronedarone,Multaq,2,Class III Antiarrhythmic,Afib,Covered,No,No,No,30,90,$55,$40,$25,No,
lisinopril/HCTZ,Zestoretic,1,ACE Inhibitor/Diuretic Combo,Hypertension,Covered,No,No,No,30,90,$15,$10,$5,No,
pitavastatin,Livalo,2,Statin,High Cholesterol,Covered,No,No,No,30,90,$55,$40,$25,No,
pitavastatin,Livalo,2,Statin,High Cholesterol,Covered,No,No,No,30,90,$55,$40,$25,No,
felodipine,Plendil,1,DHP CCB,Hypertension,Covered,No,No,No,30,90,$15,$10,$5,No,
propranolol,Inderal,1,Beta Blocker,"Hypertension, Tremor",Covered,No,No,No,30,90,$15,$10,$5,No,
digoxin 0.125mg,Lanoxin,1,Cardiac Glycoside,"Afib, CHF",Covered,No,No,No,30,90,$15,$10,$5,No,
nitroglycerin SL,Nitrostat,1,Nitrate,Acute Angina,Covered,No,No,No,30,90,$15,$10,$5,No,
pitavastatin,Livalo,2,Statin,High Cholesterol,Covered,No,No,No,30,90,$55,$40,$25,No,
nifedipine ER,Procardia XL,1,DHP CCB,"Hypertension, Angina",Covered,No,No,No,30,90,$15,$10,$5,No,
pravastatin,Pravachol,1,Statin,High Cholesterol,Covered,No,No,No,30,90,$15,$10,$5,No,
verapamil ER,Calan SR,1,Non-DHP CCB,Hypertension,Covered,No,No,No,30,90,$15,$10,$5,No,
nebivolol,Bystolic,2,Beta Blocker,Hypertension,Covered,No,No,No,30,90,$55,$40,$25,No,
clonidine,Catapres,1,Central Alpha-2 Agonist,Hypertension,Covered,No,No,No,30,90,$15,$10,$5,No,
isosorbide mononitrate,Imdur,1,Nitrate,Angina,Covered,No,No,No,30,90,$15,$10,$5,No,
nitroglycerin SL,Nitrostat,1,Nitrate,Acute Angina,Covered,No,No,No,30,90,$15,$10,$5,No,
verapamil ER,Calan SR,1,Non-DHP CCB,Hypertension,Covered,No,No,No,30,90,$15,$10,$5,No,
pravastatin,Pravachol,1,Statin,High Cholesterol,Covered,No,No,No,30,90,$15,$10,$5,No,
atenolol,Tenormin,1,Beta Blocker,Hypertension,Covered,No,No,No,30,90,$15,$10,$5,No,
pitavastatin,Livalo,2,Statin,High Cholesterol,Covered,No,No,No,30,90,$55,$40,$25,No,
nitroglycerin SL,Nitrostat,1,Nitrate,Acute Angina,Covered,No,No,No,30,90,$15,$10,$5,No,
amiodarone,Cordarone,1,Class III Antiarrhythmic,"Afib, VT",Covered,No,No,No,30,90,$15,$10,$5,No,
dofetilide,Tikosyn,2,Class III Antiarrhythmic,Afib,Covered,No,No,No,30,90,$55,$40,$25,No,
diltiazem ER,Cardizem CD,1,Non-DHP CCB,"Hypertension, Afib",Covered,No,No,No,30,90,$15,$10,$5,No,
felodipine,Plendil,1,DHP CCB,Hypertension,Covered,No,No,No,30,90,$15,$10,$5,No,
simvastatin,Zocor,1,Statin,High Cholesterol,Covered,No,No,No,30,90,$15,$10,$5,No,
dofetilide,Tikosyn,2,Class III Antiarrhythmic,Afib,Covered,No,No,No,30,90,$55,$40,$25,No,
azilsartan,Edarbi,3,ARB,Hypertension,Covered,No,Yes,No,30,90,$110,$80,$55,No,Step therapy required; generic preferred
hydralazine,Apresoline,1,Vasodilator,Hypertension,Covered,No,No,No,30,90,$15,$10,$5,No,
lisinopril/HCTZ,Zestoretic,1,ACE Inhibitor/Diuretic Combo,Hypertension,Covered,No,No,No,30,90,$15,$10,$5,No,
sotalol,Betapace,1,Class III Antiarrhythmic,Afib,Covered,No,No,No,30,90,$15,$10,$5,No,
pitavastatin,Livalo,2,Statin,High Cholesterol,Covered,No,No,No,30,90,$55,$40,$25,No,
digoxin 0.125mg,Lanoxin,1,Cardiac Glycoside,"Afib, CHF",Covered,No,No,No,30,90,$15,$10,$5,No,
olmesartan,Benicar,3,ARB,Hypertension,Covered,No,Yes,No,30,90,$110,$80,$55,No,Step therapy required; generic preferred
ezetimibe/simvastatin,Vytorin,2,Cholesterol Combo,High Cholesterol,Covered,No,No,No,30,90,$55,$40,$25,No,
irbesartan,Avapro,2,ARB,Hypertension,Covered,No,No,No,30,90,$55,$40,$25,No,
nitroglycerin SL,Nitrostat,1,Nitrate,Acute Angina,Covered,No,No,No,30,90,$15,$10,$5,No,
irbesartan,Avapro,2,ARB,Hypertension,Covered,No,No,No,30,90,$55,$40,$25,No,
isosorbide mononitrate,Imdur,1,Nitrate,Angina,Covered,No,No,No,30,90,$15,$10,$5,No,
nifedipine ER,Procardia XL,1,DHP CCB,"Hypertension, Angina",Covered,No,No,No,30,90,$15,$10,$5,No,
nifedipine ER,Procardia XL,1,DHP CCB,"Hypertension, Angina",Covered,No,No,No,30,90,$15,$10,$5,No,
azilsartan,Edarbi,3,ARB,Hypertension,Covered,No,Yes,No,30,90,$110,$80,$55,No,Step therapy required; generic preferred
bisoprolol,Zebeta,1,Beta Blocker,Heart Failure,Covered,No,No,No,30,90,$15,$10,$5,No,
amlodipine/atorvastatin,Caduet,1,CCB/Statin Combo,HTN + Cholesterol,Covered,No,No,No,30,90,$15,$10,$5,No,
atenolol,Tenormin,1,Beta Blocker,Hypertension,Covered,No,No,No,30,90,$15,$10,$5,No,
ezetimibe/simvastatin,Vytorin,2,Cholesterol Combo,High Cholesterol,Covered,No,No,No,30,90,$55,$40,$25,No,
nitroglycerin SL,Nitrostat,1,Nitrate,Acute Angina,Covered,No,No,No,30,90,$15,$10,$5,No,
fluvastatin,Lescol,1,Statin,High Cholesterol,Covered,No,No,No,30,90,$15,$10,$5,No,
clonidine,Catapres,1,Central Alpha-2 Agonist,Hypertension,Covered,No,No,No,30,90,$15,$10,$5,No,
nifedipine ER,Procardia XL,1,DHP CCB,"Hypertension, Angina",Covered,No,No,No,30,90,$15,$10,$5,No,
olmesartan,Benicar,3,ARB,Hypertension,Covered,No,Yes,No,30,90,$110,$80,$55,No,Step therapy required; generic preferred
hydralazine,Apresoline,1,Vasodilator,Hypertension,Covered,No,No,No,30,90,$15,$10,$5,No,
clonidine,Catapres,1,Central Alpha-2 Agonist,Hypertension,Covered,No,No,No,30,90,$15,$10,$5,No,
